#,Name,URL,Description,Categories,Tags,Department,Owner,Created date,Resource name,Resource description,Resource format,Resource size (bytes),Resource with API,Resource URL,Resource file,Resource created,Resource last modified,Resource next review,General classification of dataset type,Topic or theme,classification_and_access_restrictions,Point of contact,Contact Publisher,Publication status
554,Foliage projective cover 2011 series,https://www.data.qld.gov.au/dataset/foliage-projective-cover-2011-series,Foliage Projective Cover (FPC) is the percentage of ground area occupied by vertical projection of foliage. The Remote Sensing Centre FPC mapping is based on automated decision tree classification technique applied to dry season Landsat 5 TM imagery for period 1986-2011.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,22/07/2013,Foliage projective cover 2011 - Adavale,"Foliage Projective Cover (FPC) is the percentage of ground area occupied by the vertical projection of foliage. The Remote Sensing Centre FPC mapping is based on an automated decision tree classification technique applied to dry season (May to October) Landsat 5 TM imagery for the period 1986-2011. The product has a nominal accuracy of 85%. The field data used to calibrate the imagery/FPC relationship was mostly collected over the period 1996-1999. Additional corrections were also applied to the final product to remove errors due to topographic effects, cloud, cloud shadow, water, cropping, regrowth and wooded vegetation clearing. Some errors may remain. This product has more precise FPC predictions than previous versions. The analysis has been completed on each of 90 satellite scenes. While some land cover change may be detected in the FPC processing, this product is not designed to generate clearing layers, and cannot be used to assess clearing or be compared with previous years for change monitoring. The Statewide Landcover and Trees Study (SLATS) produces accurate clearing layers for this purpose. Description: FPC is the percentage of ground area occupied by the vertical projection of foliage. FPC Image (lztmre_adav_e8811_chtm5.img). Image value = FPC 100 (i.e. FPC of 5% = image value of 105). The pixel values in this data set represent the predicted Foliage Projective Cover (FPC) values. Range is 100-200 which is equivalent to 0-100% FPC. Values erroneously predicted above 100% or below 0% have been classed as 200 and 100 respectively. Zero values indicate null data. A number of datasets have been used to mask out certain features from the FPC dataset: - Cropping and plantation areas have been masked using the 1999 Queensland Land Use Mapping Program (QLUMP) dataset (https://www.qld.gov.au/environment/land/vegetation/mapping/qlump/). - A Landsat-derived water index was used to mask water bodies from each individual FPC image (Danaher and Collett 2006). An additional mask is applied for areas with persistent inundation based on multi-temporal analysis of the water index. - A topographic correction based on the 1 second SRTM derived Digital Surface Model, Version 1.0, was applied to misclassified steep east-facing slopes. The SRTM data consisted of a DEM and slope layer as processed by Geosciences Australia.",Esri File Geodatabase,35 MiB,,https://www.data.qld.gov.au/dataset/foliage-projective-cover-2011-series/resource/634bd5b6-8a03-4956-bdd5-8e3ff1831b4c,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Foliage projective cover 2011 - Adavale""",28/02/2020,undefined,undefined,Dataset,VEGETATION COVER,OFFICIAL,Dan Tindall,Department of Environment and Science,completed
462,Fractional vegetation cover products for Queensland,https://www.data.qld.gov.au/dataset/fractional-vegetation-cover-products-for-queensland,"Seasonal composites of fractional vegetation cover for Queensland since 1987, derived from USGS Landsat TM, ETM+ and OLI images. Also includes field data used for calibration and validation of fractional cover dataset (Star Transect Field Data). The data provided are 30 m resolution raster format images of land cover fractions (representing the proportions of green, non-green and bare cover) as well as two derived cover decile products at the same scale. The products are composited from single dates into representative seasonal images, for standard calendar seasons. The field data component constitutes 1500 Australia-wide sites.  
**Additional resources**  
- [Product Metadata - Seasonal Fraction Cover](http://qld.auscover.org.au/thredds/catalog/auscover/landsat/seasonal_fractional_cover/catalog.html)  
- [Product Metadata - Cover Deciles](http://data.auscover.org.au/xwiki/bin/view/Product+pages/Seasonal+Cover+Deciles)  
- [Product Metadata - Field Data](http://data.auscover.org.au/xwiki/bin/view/Product+pages/SLATS+Star+Transect+Data)  
- [Field data access help](http://data.auscover.org.au/xwiki/bin/view/Field+Sites/Access+Field+Data)",Sciences;,The Science Sandpit; remote sensing; science; vegetation cover;,Environment and Science,opendata@dsiti.qld.gov.au,9/09/2014,Seasonal cover deciles KML,Timeseries KML file displaying all seasonal cover images. Requires Google Earth to run. This is a dynamic file which will update as more imagery becomes available.,KML,159 KiB,,https://www.data.qld.gov.au/dataset/fractional-vegetation-cover-products-for-queensland/resource/ca4b8db3-c23b-4597-b9f0-fd9881a53b6c,https://data.des.qld.gov.au/__data/assets/file/0025/84337/seasonal-cover.kml,9/09/2014,9/10/2014,undefined,Dataset,VEGETATION COVER,OFFICIAL,Dan Tindall,Department of Environment and Science,completed
354,Generalised distribution and densities of Queensland wildlife,https://www.data.qld.gov.au/dataset/generalised-distribution-and-densities-of-queensland-wildlife,Queensland species distributions and densities generalised to a 10 km grid resolution based on the Queensland Government's WildNet database.,Environment; Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,23/10/2015,Generalised distribution and densities of Queensland wildlife,Queensland species distributions and densities generalised to a 10 km grid resolution based on the Queensland Government's WildNet database.,Esri File Geodatabase,37 MiB,,https://www.data.qld.gov.au/dataset/generalised-distribution-and-densities-of-queensland-wildlife/resource/108438ba-567c-47b3-a4a4-811c86ffff77,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Generalised distribution and densities of Queensland wildlife""",2/05/2020,undefined,undefined,Dataset,MACROFAUNA,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
460,Ground lidar scans and ancillary data,https://www.data.qld.gov.au/dataset/ground-lidar-scans-and-ancillary-data,"Ground lidar, also known as Terrestrial Laser Scanning (TLS), is a ranging instrument that provides detailed 3D measurements directly related to the quantity and distribution of plant materials in the canopy. Measurements can be used for applications requiring quantification of vegetation structure parameters, tree and stand reconstruction, and terrain analysis. Scans have been collected in Australia using two Riegl VZ400 waveform recording TLS instruments. Single scan raw point and waveform data in the sensors own coordinate system [RXP].  
**Additional resources**  
- [Data Access Details](http://data.auscover.org.au/xwiki/bin/view/Field+Sites/Access+Field+Data)",Sciences;,The Science Sandpit; remote sensing; science; vegetation cover;,Environment and Science,opendata@dsiti.qld.gov.au,9/09/2014,Ground lidar scans and ancillary data directory,FTP directory for accessing data,TIFF,1 bytes,,https://www.data.qld.gov.au/dataset/ground-lidar-scans-and-ancillary-data/resource/fc56cbf6-de4c-4c75-8004-d6964154e054,ftp://tern-auscover.science.uq.edu.au/field_and_airborne_datasets/field/veg_structure/,9/09/2014,undefined,undefined,Dataset,LIDAR,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
201,Groundwater dependent ecosystems and potential aquifer mapping - Queensland,https://www.data.qld.gov.au/dataset/groundwater-dependent-ecosystems-and-potential-aquifer-mapping-queensland,"Groundwater dependent ecosystems (GDEs) are ecosystems that are dependent on the discharge of groundwater on a permanent or intermittent basis to meet all or some of their water requirements so as to maintain their communities of plants and animals, ecological processes and ecosystem services. This dataset contains five feature classes that describe the distribution of known and potential GDEs across the landscape.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,19/07/2017,Groundwater dependent ecosystems and potential aquifer mapping - Queensland,"Groundwater dependent ecosystems (GDEs) are ecosystems that are dependent on the discharge of groundwater on a permanent or intermittent basis to meet all or some of their water requirements so as to maintain their communities of plants and animals, ecological processes and ecosystem services. This dataset contains five feature classes that describe the distribution of known and potential GDEs across the landscape.",Esri File Geodatabase,307 MiB,,https://www.data.qld.gov.au/dataset/groundwater-dependent-ecosystems-and-potential-aquifer-mapping-queensland/resource/94af7a35-f01d-4fd3-b31c-000480895e96,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Groundwater dependent ecosystems and potential aquifer mapping - Queensland""",13/03/2020,undefined,undefined,Dataset,GROUND WATER,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
443,Gully Presence Map 5km 2012 Burdekin Catchment,https://www.data.qld.gov.au/dataset/gully-presence-map-5km-2012-burdekin-catchment,"In this product the Burdekin is divided into 5,521 5km x 5km cells. The main feature in this layer is the 'GullyPres' field, which provides a semi-quantitative gully presence value to each cell, ranging from Very Low to Very High. The gully presence assessment is based on several methods including visual observation, output from previous modelling work, bioregion membership, and the output of a mean of prodictive model. The method of mapping is provided in the 'SubMethod' field. The 'Confidence' field provides the source used to assign the 'GullyPres' field value. For more information see http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XXXIX-B8/469/2012/isprsarchives-XXXIX-B8-469-2012.pdf or contact the data publisher (contact details below).",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,10/01/2014,Gully Presence Map 5km 2012 Burdekin Catchment,"In this product the Burdekin is divided into 5,521 5km x 5km cells. The main feature in this layer is the 'GullyPres' field, which provides a semi-quantitative gully presence value to each cell, ranging from Very Low to Very High. The gully presence assessment is based on several methods including visual observation, output from previous modelling work, bioregion membership, and the output of a mean of prodictive model. The method of mapping is provided in the 'SubMethod' field. The 'Confidence' field provides the source used to assign the 'GullyPres' field value. For more information see http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XXXIX-B8/469/2012/isprsarchives-XXXIX-B8-469-2012.pdf or contact the data publisher (contact details below).",Esri File Geodatabase,7 MiB,,https://www.data.qld.gov.au/dataset/gully-presence-map-5km-2012-burdekin-catchment/resource/8c73f814-e3ce-40dd-86a1-3b67eab83810,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Gully Presence Map 5km 2012 Burdekin Catchment""",16/03/2020,undefined,undefined,Dataset,GULLY,OFFICIAL,Dan Tindall,Department of Environment and Science,completed
504,Habitat suitability models series,https://www.data.qld.gov.au/dataset/habitat-suitability-models-series,This dataset represents the current status of Habitat Suitability Models across Queensland.,Environment; Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,28/05/2014,Habitat suitability model - Litoria sp cf cooloolensis - Stradbroke Island,Provides a graphical representation of the Litoria sp. cf. cooloolensis Ÿ??Stradbroke IslandŸ?? Habitat Suitability Model and delineates core and non-core habitat for the species.,Esri File Geodatabase,2 MiB,,https://www.data.qld.gov.au/dataset/habitat-suitability-models-series/resource/fe746a81-52b6-4130-8421-43f405a11dd2,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Habitat suitability model - Litoria sp cf cooloolensis - Stradbroke Island""",31/03/2020,undefined,undefined,Model,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
200,Herbarium specimen data - Herbrecs - Queensland,https://www.data.qld.gov.au/dataset/herbarium-specimen-data-herbrecs-queensland,"A subset of the specimen label data derived from Queensland Herbarium Herbrecs database. The dataset comprises the label data for native and naturalised specimens from Queensland with the records of confidental species removed. Label data includes current scientific name, collector, location and habitat information.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,19/07/2017,Herbarium specimen data - Herbrecs - Queensland,"A subset of the specimen label data derived from Queensland Herbarium Herbrecs database. The dataset comprises the label data for native and naturalised specimens from Queensland with the records of confidental species removed. Label data includes current scientific name, collector, location and habitat information.",Esri File Geodatabase,100 MiB,,https://www.data.qld.gov.au/dataset/herbarium-specimen-data-herbrecs-queensland/resource/a9ac9331-39d7-4c8e-aec0-22a1c3bc6fc3,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Herbarium specimen data - Herbrecs - Queensland""",13/03/2020,undefined,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
195,Hydrological connectivity of the pre-clear landscape to the Great Barrier Reef V1.6,https://www.data.qld.gov.au/dataset/hydrological-connectivity-of-the-pre-clear-landscape-to-the-great-barrier-reef-v1-6,"The Blue Maps method aims to categorise coastal ecosystems into one of four classes based on the degree of hydrological connection with the Great Barrier Reef (GBR).The graduated scale (0 - Infrequently Connected to 3 - Very Frequently Connected) represents the level of potential influence and connection, in time and space, of marine and freshwater over the coastal ecosystems.",Environment; Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,31/08/2017,Hydrological connectivity of the pre-clear landscape to the Great Barrier Reef V1.6,"The Blue Maps method aims to categorise coastal ecosystems into one of four classes based on the degree of hydrological connection with the Great Barrier Reef (GBR).The graduated scale (0 - Infrequently Connected to 3 - Very Frequently Connected) represents the level of potential influence and connection, in time and space, of marine and freshwater over the coastal ecosystems.",Esri File Geodatabase,881 MiB,,https://www.data.qld.gov.au/dataset/hydrological-connectivity-of-the-pre-clear-landscape-to-the-great-barrier-reef-v1-6/resource/d7d877ab-da11-4cb5-8ff8-70accc5a49c1,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Hydrological connectivity of the pre-clear landscape to the Great Barrier Reef V1.6""",13/03/2020,undefined,undefined,Dataset,HYDROLOGIC AND TERRESTRIAL WATER CYCLE MODELS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
563,Land resource areas series,https://www.data.qld.gov.au/dataset/land-resource-areas-series,These datasets are Land Resource Area mapping available in Queensland. A Land Resource Area is a group of related soils developed on a common geology and in most cases has a similar vegetation community. Refer to individual records for more information.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/03/2013,Land resource areas - Roma district land management field manual - ATR,"This dataset describes the Land Resource Areas of the Roma district. A Land Resource Area consists of a pattern of soils, vegetation and landform developed on common or related geologic units. The manual that accompanies this data collates all available information on the agriculturally important soils together with their current management practice.",Esri File Geodatabase,5 MiB,,https://www.data.qld.gov.au/dataset/land-resource-areas-series/resource/a4e128fb-e0af-4338-a1bd-d16811b0ad59,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Land resource areas - Roma district land management field manual - ATR""",31/03/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
564,Land systems series,https://www.data.qld.gov.au/dataset/land-systems-series,"These datasets describe the Land System mapping available in Queensland. A Land system is a recurring pattern of geology, topography, soils and vegetation. Refer to individual records for more information.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/03/2013,Land systems - western arid region land use study - part 4 - CWA2,"This dataset is a land system survey of approximately 4 million hectares of pastoral land in central western Queensland. The region forms part of the Eromanga Basin which is a sub-basin of the Great Artesian Basin. The lands of the area have been mapped into 36 land systems which are areas of country with similar patterns of land form, soils and vegetation. Each land system has been described in terms of its component 'land units'.",Esri File Geodatabase,10 MiB,,https://www.data.qld.gov.au/dataset/land-systems-series/resource/b6684d8b-120d-4aa3-8a01-bb8e2707b086,"https://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Land systems - western arid region land use study - part 4 - CWA2""",25/02/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
562,Land use mapping series,https://www.data.qld.gov.au/dataset/land-use-mapping-series,This dataset is a digital map of the most recent land use of Queensland. Land use is classified according to the Australian Land Use and Management Classification (ALUMC).,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/03/2013,Land use mapping - 1999 to 2015 - Southern Gulf NRM,This dataset is a digital land use map of the Southern Gulf NRM region in 2015. Land use is classified according to the Australian Land Use and Management Classification (ALUMC).,Esri File Geodatabase,41 MiB,,https://www.data.qld.gov.au/dataset/land-use-mapping-series/resource/bdfa39c8-dd26-4bea-89f5-fd0c15fc40d4,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Land use mapping - 1999 to 2015 - Southern Gulf NRM""",6/07/2020,undefined,undefined,Dataset,LAND USE CLASSES,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
566,Landcover mosaic series,https://www.data.qld.gov.au/dataset/landcover-mosaic-series,"The Statewide Landcover and Trees Study (SLATS) landcover mapping involves several stages of automated and semi-automated image classification techniques, together with visual interpretation. Water, bare ground and shadow (unclassified) masks are created for each scene using spectral classification and visual interpretation.",Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,4/02/2013,Landcover mosaic 2001 Queensland,"The Statewide Landcover and Trees Study (SLATS) landcover mapping involves several stages of automated and semi-automated image classification techniques, together with visual interpretation. Water, bare ground and shadow (unclassified) masks are created for each scene using spectral classification and visual interpretation.",Esri File Geodatabase,13 MiB,,https://www.data.qld.gov.au/dataset/landcover-mosaic-series/resource/f6c12906-2922-4402-b3e4-f2f13bb36d16,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Landcover mosaic 2001 Queensland""",25/02/2020,undefined,undefined,Dataset,VEGETATION COVER,OFFICIAL,Dan Tindall,Department of Environment and Science,completed
532,Landsat fire scars Queensland series,https://www.data.qld.gov.au/dataset/landsat-fire-scars-queensland-series,"These data sets are statewide maps of fire scars (burnt areas) as captured in a yearly series by all available Landsat imagery over the period 1986 - 2012. Fire scars are automatically detected and mapped using dense time series of Landsat imagery acquired over the period 1986 - present. In these products, on average, over 80% of fire scars captured in Landsat imagery have been correctly mapped with less than 30% false fire rate.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,16/01/2014,Landsat fire scars 1987 Queensland,"This data set is a statewide map of fire scars (burnt area) as captured by all available Landsat imagery over the period January to December 1987. Fire scars are automatically detected and mapped using dense time series of Landsat imagery acquired over the period 1986 - present. In these products, on average, over 80% of fire scars captured in Landsat imagery have been correctly mapped with less than 30% false fire rate.",Esri File Geodatabase,62 MiB,,https://www.data.qld.gov.au/dataset/landsat-fire-scars-queensland-series/resource/08341e80-1549-4121-a080-1fb9ec10ada9,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Landsat fire scars 1987 Queensland""",31/03/2020,undefined,undefined,Dataset,FIRE HISTORY,OFFICIAL,Dan Tindall,Department of Environment and Science,completed
307,Landsat Foliage Projective Cover - Queensland 2014,https://www.data.qld.gov.au/dataset/landsat-foliage-projective-cover-queensland-2014,"Foliage Projective Cover (FPC) is the percentage of ground area occupied by the vertical projection of foliage. The Remote Sensing Centre FPC mapping is based on regression models applied to dry season (May to October) Landsat-5 TM, Landsat-7 ETM  and Landsat-8 OLI imagery for the period 1988-2014. An annual woody spectral index image is created for each year using a multiple regression model trained from field data collected mostly over the period 1996-1999. A robust regression of the time series of the annual woody spectral index is then performed. The estimated foliage projective cover is the prediction at the date of the selected dry season image for 2014. Where this deviates significantly from the woody spectral index for that date, further tests are undertaken before this estimate is accepted. In some cases, the final estimate is the woody spectral index value rather than the robust regressionprediction. The product is further masked to remove areasclassified as non-woody (see Landsat Woody Vegetation Extent - Queensland 2014). Corrections have been applied to remove errors due to topographic effects, cloud, cloud shadow, water, cropping, and regrowth following clearing. Some errors may remain. The product was generated from WRS-2 path/row scenes obtained from the United States Geological Survey (USGS).",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,31/08/2016,Landsat Foliage Projective Cover - Queensland 2014,"Foliage Projective Cover (FPC) is the percentage of ground area occupied by the vertical projection of foliage. The Remote Sensing Centre FPC mapping is based on regression models applied to dry season (May to October) Landsat-5 TM, Landsat-7 ETM  and Landsat-8 OLI imagery for the period 1988-2014. An annual woody spectral index image is created for each year using a multiple regression model trained from field data collected mostly over the period 1996-1999. A robust regression of the time series of the annual woody spectral index is then performed. The estimated foliage projective cover is the prediction at the date of the selected dry season image for 2014. Where this deviates significantly from the woody spectral index for that date, further tests are undertaken before this estimate is accepted. In some cases, the final estimate is the woody spectral index value rather than the robust regressionprediction. The product is further masked to remove areasclassified as non-woody (see Landsat Woody Vegetation Extent - Queensland 2014). Corrections have been applied to remove errors due to topographic effects, cloud, cloud shadow, water, cropping, and regrowth following clearing. Some errors may remain. The product was generated from WRS-2 path/row scenes obtained from the United States Geological Survey (USGS).",Esri File Geodatabase,1.1 GiB,,https://www.data.qld.gov.au/dataset/landsat-foliage-projective-cover-queensland-2014/resource/801e2e12-2ecf-4934-a8da-2cdbd056cb30,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Landsat Foliage Projective Cover - Queensland 2014""",13/03/2020,undefined,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
23,Mangrove and associated vegetation communities - 2017 - Gulf of Carpentaria - Queensland,https://www.data.qld.gov.au/dataset/mangrove-and-associated-vegetation-communities-2017-gulf-of-carpentaria-queensland,Version 1. The 2017 extent of mangrove and associated vegetation communities of Gulf of Carpentaria (Queensland Area).,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,2/05/2020,Mangrove and associated vegetation communities - 2017 - Gulf of Carpentaria - Queensland,Version 1. The 2017 extent of mangrove and associated vegetation communities of Gulf of Carpentaria (Queensland Area).,Esri File Geodatabase,10 MiB,,https://www.data.qld.gov.au/dataset/mangrove-and-associated-vegetation-communities-2017-gulf-of-carpentaria-queensland/resource/a50aab52-46af-4ae2-b7ed-199eb620f6da,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Mangrove and associated vegetation communities - 2017 - Gulf of Carpentaria - Queensland""",26/03/2020,undefined,undefined,Dataset,MANGROVES,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
35,Mangrove and associated vegetation communities - Moreton Bay area - Southeast Queensland - Series,https://www.data.qld.gov.au/dataset/mangrove-and-associated-vegetation-communities-moreton-bay-area-southeast-queensland-series,Version 2. Mangrove and associated vegetation communities mapping over the Moreton Bay Area of Southeast Queensland.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,30/10/2019,Mangrove and associated vegetation communities - 1997 - Moreton Bay area - Southeast Queensland,"Version 2. The mangrove mapping is based on 1997 aerial photography and supported by field survey of 1997 mangrove mapping (Dowling and Stephens, 2001). Linework reproduced at a scale greater than 1:5,000 should be used as a guide only. The positional accuracy of the data, mapped at a scale of 1:2,000, is 20 metres.",Esri File Geodatabase,10 MiB,,https://www.data.qld.gov.au/dataset/mangrove-and-associated-vegetation-communities-moreton-bay-area-southeast-queensland-series/resource/f1bbe5cd-a457-40f0-b6f4-e26d45ab27de,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Mangrove and associated vegetation communities - 1997 - Moreton Bay area - Southeast Queensland""",16/03/2020,undefined,undefined,Dataset,MANGROVES,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
414,Mapping erodible soils in Burdekin Dry Tropics grazing lands series,https://www.data.qld.gov.au/dataset/mapping-erodible-soils-in-burdekin-dry-tropics-grazing-lands-series,"These datasets comprise a series of soil attribute maps for the Burdekin Basin, including the Burdekin River catchment and its major tributaries. The mapping was created for the Reef Water Quality program of the Department of Environment and Science.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/09/2015,Burdekin basin surface soil erodibility - Central and North Queensland,"This dataset describes erodibility of surface soils in the Burdekin basin at a sub-catchment scale (1:250,000). Soil erodibility is categorised into five classes. The higher the number, the greater the erodibility. This dataset is part of a series of soil attribute maps created for the Reef Water Quality Program of the Department of Environment and Science.",Esri File Geodatabase,20 MiB,,https://www.data.qld.gov.au/dataset/mapping-erodible-soils-in-burdekin-dry-tropics-grazing-lands-series/resource/5bdd1b20-b8f9-4fc4-b866-77ec376bc120,"https://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Burdekin basin surface soil erodibility""",26/02/2020,undefined,undefined,Dataset,SOIL EROSION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
208,Mapping erodible soils in the Fitzroy NRM Region series,https://www.data.qld.gov.au/dataset/mapping-erodible-soils-in-the-fitzroy-nrm-region-series,These datasets comprise a series of soil attribute maps for the Fitzroy NRM Region. The mapping was created for the Reef Water Quality program of the Department of Environment and Science.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,17/05/2017,Fitzroy NRM Region soil erodibility with surface soil thickness - Central Queensland,"This dataset comprises a combined prediction of soil erodibility and surface soil thickness in the Fitzroy basin. Predictions are made at a sub-catchment scale (1:250,000). This dataset was created for the Reef Water Quality program of the Department of Environment and Science.",Esri File Geodatabase,100 MiB,,https://www.data.qld.gov.au/dataset/mapping-erodible-soils-in-the-fitzroy-nrm-region-series/resource/a96e8d67-0f5a-4045-a243-8407efbbd581,"https://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Fitzroy NRM Region soil erodibility with surface soil thickness - Central Queensland""",26/02/2020,undefined,undefined,Dataset,SOIL EROSION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
196,MapsOnline API,https://www.data.qld.gov.au/dataset/mapsonline-api,"This API accesses QLD Government's MapsOnline service that integrates, summarises, presents and delivers spatially-referenced information as map and report products.  Responses are returned via the specified email address once processed. There are supporting functions that retrieve the available report and feature types. 

The primary **request report** function has separate GET and POST end points: 

**GET**
 https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/request


**POST** 
https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/requestPost


** Parameters:** 

- **reportType**: any type in [getReportTypes](https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/getReportTypes)

- **featureType**: any type in [getFeatureTypes](https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/getFeatureTypes)

- **features**:  any valid feature, e.g. a coordinate as -27,150, a lot plan as 1,RP1 or GeoJson. Geometries must fall within Queensland and have a total bounding box of less than 200,000km2. Multiple pipe seperated features can be included in a single request, e.g. -27,150|-26,149|-23,148

- **emailAddress**: any valid email address

- **customerReference**: (optional) - include your own file reference


**Example Valid Request**
https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/request?reportType=VEG1L&featureType=LotPLan&features=1,RP1&emailAddress=OpenData@example.com

	{
		message: ""Report Requested"",
		message_code: ""success"",
		output: [ ],
		status: 200,
		success: true
	}

**Example Invalid Request**
https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/request?reportType=VEG1C&featureType=coord&features=160,-27&emailAddress=OpenData@example.com

	{
		message: ""Report request failed"",
		message_code: ""input_validation"",
		output: [
			""Coordinates outside of Queensland""
		],
		status: 200,
		success: false
	}


[BioMaps](https://qldspatial.information.qld.gov.au/biomaps/index.html)  and [WetlandMaps](http://www.ehp.qld.gov.au/wetlandmaps/) provide map interfaces to request some reports available in this API",Sciences;,Agricultural; Biodiversity; Climate; Coastal; Crop; Ecology; Environment; Fauna; Flora; GovHack 2019; Koala; Mining; Planning; Species; Vegetation; api;,Environment and Science,encompass@dsiti.qld.gov.au,25/08/2017,Request Report (GET),Request a report using GET,Esri REST,100 bytes,,https://www.data.qld.gov.au/dataset/mapsonline-api/resource/341323d5-d597-4058-91cb-22f03f240556,https://mapsonline.information.qld.gov.au/service/environment/resource/MapsOnline/1/http/rest/request,25/08/2017,25/08/2017,undefined,Dataset,ANCILLARY MODELS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
417,Marine strandings,https://www.data.qld.gov.au/dataset/marine-strandings,Marine strandings in Queensland from 2011 to 2014.,Environment;,Queensland; dugong; marine; strandings; turtle;,Environment and Science,opendata@ehp.qld.gov.au,16/03/2015,Dugong Strandings 2011 to 2014,Details of dugong strandings in Queensland from 2011 to 2014.,CSV,208 bytes,,https://www.data.qld.gov.au/dataset/marine-strandings/resource/4987f448-0bbb-49b2-b8d5-128289be89d2,https://data.des.qld.gov.au/__data/assets/file/0025/83392/dugong-strandings.csv,16/03/2015,10/12/2015,undefined,Dataset,DUGONGS/MANATEES,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
